,Genre,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,Genre
378,metal,0.434210527,0.536420255,0.508431761,0.752244076,0.293503414,0.248288676,0.819408746,0.163038195,0.131063994,0.92767792,0.192440814,0.0883903,0.070424262,0.035611553,0.001295952,0.740276985,0.138815125,0.045418023,0.433877633,0.143342091,0.045049769,0.288814121,0.083888208,0.008918893,0.641306289,0.149570297,0.034725225,0.559359001,0.092225432,0.027057427,0.446140592,0.876078354,0.815146866,0.619756429,0.160931839,0.036580156,0.405672021,0.400547591,0.166679484,0.543366809,0.183005787,0.089190198,0.691071015,0.224014487,0.063290255,0.633947707,0.24544666,0.068935828,0.574297925,0.237939611,0.058125631,0.035264149,0.030459274,0.004865755,metal
379,pop,0.38277512,0.46544672,0.498920618,0.577688461,0.772828949,0.734547085,0.683990472,0.439236741,0.381522524,0.861341522,0.310637357,0.167262117,0.342864957,0.361740595,0.131042949,0.819131791,0.079260453,0.02224487,0.505004526,0.479614971,0.279833156,0.545972288,0.588771892,0.352580513,0.66635664,0.422376169,0.202097169,0.811486214,0.32601433,0.154976149,0.333701212,0.244466238,0.140803081,0.749547873,0.499398809,0.269174153,0.504693378,0.595144542,0.360459927,0.649489185,0.219882601,0.112250401,0.450347498,0.415516151,0.190966867,0.633859524,0.535389926,0.298316601,0.554223888,0.595727985,0.356897908,0.046328973,0.054959006,0.009946425,pop
380,jazz,0.222039474,0.294155372,0.484677718,0.19152876,0.741244461,0.699422163,0.372648614,0.6281611,0.573430472,0.644625325,0.573960487,0.410239405,0.107563102,0.161056534,0.026048461,0.55699252,0.214315812,0.0827623,0.545023509,0.417440174,0.22278175,0.287133011,0.388953459,0.157103991,0.500163669,0.295669828,0.107646434,0.651034255,0.459456724,0.266134938,0.535309827,0.220359167,0.123936894,0.55578019,0.49494207,0.264740641,0.227379741,0.268744853,0.077331929,0.591503188,0.498432564,0.34156721,0.293247833,0.189951997,0.047684261,0.63390758,0.389420288,0.162807226,0.549191774,0.173217343,0.031197165,0.088518587,0.074790363,0.014820896,jazz
381,jazz,0.287524366,0.367850984,0.487713774,0.229677425,0.786529412,0.749918564,0.340429046,0.70445513,0.655670689,0.537412234,0.670130898,0.522126712,0.083551263,0.096576345,0.009397539,0.660158219,0.336024025,0.161713779,0.471020616,0.3351967,0.156822791,0.257219513,0.267800993,0.076518386,0.221815063,0.201251966,0.056114839,0.378606468,0.392878495,0.207209412,0.428006792,0.177257124,0.095406971,0.249701208,0.377895327,0.161400544,0.19954708,0.223995177,0.054691943,0.410035247,0.479182418,0.322587414,0.12143001,0.087018996,0.013562701,0.537381697,0.339164811,0.125551647,0.412806722,0.124086119,0.016302701,0.07681694,0.060349716,0.011203976,jazz
382,hiphop,0.360411899,0.428078726,0.497749926,0.619596011,0.731114326,0.688248653,0.499887974,0.688452941,0.638195246,0.645287772,0.573315632,0.40953097,0.078786442,0.096250637,0.009334521,0.732990234,0.196840556,0.073326446,0.364264503,0.365781427,0.180086929,0.254338637,0.26781478,0.076525932,0.527213402,0.279990718,0.097974403,0.57203976,0.177781875,0.063998124,0.48698432,0.81250155,0.727000087,0.603579628,0.242325416,0.073244677,0.269835451,0.302080733,0.096732779,0.726531124,0.314221473,0.179010753,0.417183126,0.379722486,0.161949702,0.633027209,0.242165375,0.067256938,0.506644207,0.2792289,0.07964522,0.0470454,0.056174219,0.010225514,hiphop
383,disco,0.40726817,0.486995311,0.490037621,0.614212247,0.57227993,0.518906531,0.571320657,0.681683311,0.630838503,0.76321854,0.445453815,0.280062343,0.210053046,0.144772305,0.021059134,0.802714715,0.046948888,0.011991279,0.523983125,0.249816975,0.09980442,0.473390975,0.307497045,0.099768224,0.589440555,0.179370356,0.046469904,0.609801927,0.243358765,0.100026912,0.310092944,0.067651169,0.032250995,0.600063434,0.280183362,0.094455665,0.601055869,0.624403103,0.395975168,0.605976092,0.355447429,0.211691733,0.561206954,0.184002263,0.045178429,0.625701895,0.430924719,0.197205164,0.43887887,0.466462339,0.219660199,0.023721708,0.025008383,0.003876856,disco
384,blues,0.434210527,0.504710191,0.476537901,0.569399434,0.544456117,0.490374482,0.729118337,0.329365503,0.277608558,0.903436133,0.239355876,0.117457393,0.106967976,0.061471144,0.003825351,0.738440689,0.192749791,0.071186541,0.456668531,0.222857866,0.084224792,0.347427299,0.169099425,0.032034809,0.500337158,0.190258849,0.05116124,0.491075989,0.11056018,0.03401444,0.607958057,0.78077433,0.684708575,0.545905861,0.18037481,0.044229202,0.403945667,0.414728851,0.178309222,0.570606972,0.184609188,0.090157376,0.576580543,0.269384424,0.087408922,0.62796058,0.33608883,0.123427708,0.393043037,0.279619703,0.079865053,0.044259294,0.046356254,0.008043895,blues
385,metal,0.38277512,0.460187838,0.535717052,0.669976517,0.503797432,0.449287987,0.539383181,0.523398544,0.464947477,0.677821332,0.540751488,0.374479849,0.408506462,0.276145742,0.076418099,0.921248604,0.114966778,0.03547318,0.510184669,0.195111797,0.069405359,0.679736134,0.375178825,0.146498793,0.586480526,0.243094145,0.076965336,0.551886802,0.255882547,0.107669009,0.460599406,1,1,0.613740671,0.25834001,0.081895165,0.885554394,0.907967491,0.826576988,0.384138075,0.353232358,0.209881566,0.557680451,0.306505709,0.109973899,0.633681407,0.656951423,0.442162098,0.501473729,0.542002048,0.295833978,0.503728076,0.363377098,0.162891025,metal
386,country,0.38277512,0.472800604,0.496122948,0.20107756,0.710709624,0.665878157,0.265000356,0.658446212,0.605749447,0.409409816,0.767848251,0.648498903,0.215891288,0.173733771,0.030299496,0.687448437,0.2770744,0.120583091,0.721503951,0.293388452,0.127444215,0.436269523,0.35726273,0.133258947,0.22119659,0.259317893,0.085900391,0.30360264,0.331694787,0.159143099,0.825918678,0.505248092,0.364952565,0.281386859,0.344685769,0.136675199,0.351690027,0.398005186,0.164635927,0.895021718,0.634455981,0.48893267,0.158243316,0.149450763,0.031920496,0.634118188,0.548455857,0.312426632,0.552614539,0.256522458,0.067392396,0.059543079,0.049269069,0.008673711,country
387,jazz,0.321052632,0.3459461,0.498287749,0.195849031,0.888225696,0.866577482,0.503675856,0.604845952,0.54884236,0.775197922,0.430706975,0.266538235,0.038455059,0.04308151,0.001889351,0.548590851,0.405691551,0.217323135,0.470893657,0.286899837,0.123135524,0.162061186,0.217458401,0.051454693,0.291781719,0.190797286,0.051398783,0.447133128,0.297753802,0.134992022,0.625332234,0.547391299,0.408340832,0.385506309,0.352999275,0.14267421,0.118768478,0.149103379,0.025529565,0.545779217,0.350597137,0.207736064,0.165662114,0.125914864,0.024153437,0.633790359,0.20177308,0.048271088,0.550374436,0.122131751,0.015809247,0.108737761,0.135524902,0.033989852,jazz
388,disco,0.434210527,0.489175823,0.466989772,0.377682876,0.692813027,0.646406874,0.759544801,0.306685266,0.256862484,0.884392851,0.272966824,0.140093798,0.093648311,0.07051492,0.005025351,0.690339942,0.070311776,0.019241804,0.518947598,0.243760343,0.096202965,0.298097272,0.270237924,0.077857119,0.797776451,0.287397894,0.102488374,0.894499116,0.198622568,0.074722536,0.364691681,0.27403915,0.16238433,0.89375172,0.221241714,0.062576345,0.316328149,0.361894702,0.136970214,0.446324416,0.154926431,0.072775719,0.629080971,0.306878501,0.110213416,0.633805924,0.268735652,0.081441635,0.55216389,0.312208516,0.099262843,0.102369517,0.096745037,0.021012335,disco
389,rock,0.622807018,0.671113201,0.493075993,0.283787765,0.729729283,0.686724412,0.543459821,0.567675595,0.510169409,0.659855142,0.558955404,0.393899004,0.013467213,0.01069704,0.000122984,0.487350528,0.338080343,0.163246534,0.444776378,0.322607504,0.147681943,0.106178047,0.090330382,0.010171492,0.517017764,0.416341469,0.19694123,0.554048285,0.301052244,0.137260389,0.680890862,0.574225224,0.437006347,0.582112783,0.410970835,0.188045076,0.11227613,0.123482337,0.018061204,0.793280139,0.302265065,0.169931556,0.458367983,0.357702531,0.14527561,0.580157048,0.107610933,0.016086742,0.49830713,0.09061558,0.008897581,0.064160055,0.041688294,0.007065245,rock
390,country,0.287524366,0.348881953,0.468504806,0.524078649,0.51570201,0.461243183,0.503630522,0.648415982,0.594998,0.692131777,0.525838014,0.358901461,0.319960164,0.20857868,0.043638542,0.932297154,0,0,0.582065324,0.128716997,0.038946512,0.592544127,0.225831944,0.055280747,0.678141969,0.201049744,0.056021746,0.784940693,0.216437035,0.084425709,0.318136029,0.055170066,0.025914479,0.7791561,0.286691468,0.098367915,0.673801133,0.669850716,0.454448309,0.629102396,0.378659245,0.231030874,0.534431458,0.205150117,0.054382314,0.63192553,0.619229764,0.394511346,0.431415263,0.391745524,0.155449351,0.048955873,0.041916628,0.007112237,country
391,jazz,0.222039474,0.266891844,0.442102289,0.316533986,0.769707042,0.731055845,0.315194757,0.746267008,0.701898403,0.613144156,0.603829623,0.443664062,0.025182611,0.025006813,0.000645055,0.601706908,0.374082259,0.191152402,0.522486284,0.320980814,0.146519336,0.139026473,0.12259884,0.017664236,0.340359988,0.277371953,0.09640222,0.510312878,0.304307309,0.13951553,0.64647671,0.557284432,0.418815172,0.455056156,0.418388335,0.194296967,0.111404456,0.125090836,0.018492451,0.637351044,0.509315247,0.352502779,0.144046225,0.175613128,0.04175648,0.633776011,0.170175457,0.035587004,0.550258489,0.078459275,0.00675812,0.059304269,0.07816261,0.015717595,jazz
392,jazz,0.360411899,0.40100047,0.482411273,0.268869398,0.772192959,0.73383551,0.512950228,0.529536671,0.471161743,0.695591553,0.522174727,0.355120409,0.008435661,0.007062308,5.55E-05,0.446671628,0.38046885,0.196314292,0.533328431,0.23766741,0.092639179,0.078453836,0.071439714,0.006727842,0.430844819,0.191615226,0.051760635,0.521200372,0.213508472,0.082796647,0.59990502,0.524119693,0.384135217,0.496282161,0.29861417,0.105737432,0.080750656,0.08892199,0.010012924,0.353602275,0.235428571,0.122483195,0.307103025,0.155478157,0.034074341,0.633767742,0.068027403,0.007602877,0.548998528,0.077581906,0.00661505,0.013452915,0.021703831,0.003302419,jazz
393,rock,0.575657895,0.531075862,0.419663621,0.554125939,0.61433573,0.562673645,0.635543858,0.508722808,0.450161273,0.787532845,0.415098221,0.252540902,0.089320139,0.060288879,0.003680559,0.730292829,0.126804148,0.040298325,0.357225563,0.411611493,0.217750647,0.287323482,0.271068444,0.078316002,0.575590584,0.418972691,0.199181213,0.702288155,0.480257349,0.285959454,0.254335889,0.157054784,0.082752496,0.646927112,0.543923709,0.315475405,0.347997663,0.39929984,0.165674982,0.575620986,0.316328234,0.180629159,0.458453084,0.359998397,0.146972251,0.63388237,0.235736068,0.064026811,0.551317475,0.316955956,0.102264415,0.075622894,0.073097448,0.014378172,rock
394,hiphop,0.272556391,0.347257258,0.500938446,0.509348274,0.775190395,0.737190713,0.675785093,0.53555716,0.477274063,0.79112397,0.410468752,0.248452097,0.663558643,0.61780247,0.381870819,0.819114583,0.169767815,0.059650619,0.413779156,0.585300272,0.391010067,0.746091678,0.735526842,0.54576262,0.516612066,0.672354094,0.47345565,0.78282406,0.532403492,0.338619511,0.274650613,0.265460956,0.156023194,0.653702191,0.719660715,0.533869914,0.574635841,0.658166641,0.439031274,0.575020507,0.301659494,0.169476494,0.252730352,0.550863624,0.322107138,0.633915605,0.772577349,0.605121844,0.529644987,0.621710385,0.388482889,0.061771964,0.075876577,0.015107575,hiphop
395,blues,0.40726817,0.486539256,0.50309934,0.394353002,0.844554556,0.815928429,0.444610846,0.642221024,0.588381164,0.72406518,0.491115694,0.323785,0.121938557,0.138028474,0.019148063,0.673944241,0.411963421,0.222701512,0.491335843,0.659606431,0.479883019,0.300930768,0.365967387,0.139613397,0.174813462,0.456907799,0.232865137,0.282052409,0.651187722,0.474379,0.531123232,0.512716314,0.372496085,0.22312706,0.623033555,0.406748464,0.231302038,0.29128691,0.090213988,0.597772069,0.399581632,0.249042006,0.107228439,0.279944684,0.093568862,0.633601152,0.351187078,0.134025957,0.548233276,0.244854968,0.061494132,0.129514156,0.096640782,0.02098096,blues
396,hiphop,0.360411899,0.442130916,0.476340648,0.727256966,0.687302286,0.64043937,0.505324073,0.769974793,0.728473993,0.669637134,0.549113616,0.383345094,0.28444791,0.38689594,0.149880271,0.840694274,0.153765593,0.052105602,0.519653406,0.515863278,0.315950264,0.467185699,0.573876194,0.335321364,0.583964573,0.582267491,0.36265886,0.741296685,0.417401687,0.228111046,0.236375822,0.097701605,0.048224584,0.687059428,0.565006652,0.338673262,0.342511928,0.41803484,0.181076701,0.445282081,0.338661622,0.198127734,0.323148549,0.540249718,0.310599099,0.627314845,0.580872496,0.348838905,0.467957531,0.430232167,0.187141614,0.073871627,0.079120402,0.015975872,hiphop
397,classical,0.575657895,0.438824519,0.371836665,0.228188974,0.718470412,0.674365211,0.522123829,0.525307211,0.466877934,0.666431815,0.552356592,0.386808407,0.015120601,0.025099451,0.000649768,0.339098314,0.486799606,0.29161866,0.424818643,0.167006924,0.055650751,0.09185671,0.166313533,0.031055055,0.249308402,0.208138989,0.059329376,0.216899913,0.180217809,0.065216733,0.662509856,0.402958528,0.267932804,0.263411002,0.219897236,0.061923809,0.087314649,0.122975872,0.017926462,0.547924741,0.366890583,0.221141235,0.285522967,0.215271059,0.05907969,0.638551874,0.124945169,0.02074229,0.559039567,0.0837455,0.007652458,0.083185183,0.060602012,0.011264066,classical
398,hiphop,0.360411899,0.406558639,0.476526051,0.794125689,0.421776505,0.368598157,0.90431388,0.168437829,0.135617809,0.954866875,0.132329203,0.055454515,0.068523671,0.0734837,0.005454906,0.775204338,0.169464557,0.059503914,0.505465673,0.269657289,0.112013345,0.245867847,0.264170075,0.074545235,0.560315767,0.266164618,0.089813768,0.535168996,0.166788053,0.058613242,0.409839091,0.843143252,0.76891722,0.589114713,0.24533535,0.074834484,0.313232276,0.349506051,0.128063984,0.665581461,0.105615041,0.046344164,0.537133556,0.289581591,0.099370154,0.633289861,0.188692687,0.042789441,0.494074435,0.28486161,0.082843039,0.017831082,0.027472139,0.004317451,hiphop
399,country,0.360411899,0.440306697,0.487868124,0.351365771,0.703008238,0.657482031,0.28010058,0.70114868,0.652049997,0.434563059,0.749867555,0.624285586,0.004122208,0.005322185,3.26E-05,0.305485577,0.586867309,0.397445623,0.594044822,0.385510721,0.195888512,0.044570584,0.081330546,0.008444042,0.32535191,0.404387672,0.186922269,0.441114092,0.363613569,0.18349159,0.599993647,0.223003516,0.125755124,0.365525549,0.492397843,0.262226076,0.038814681,0.064425553,0.005717365,0.247844257,0.67134652,0.532901792,0.249747307,0.334702114,0.128816518,0.633929224,0.054376982,0.005369754,0.556063585,0.047929892,0.002677387,0.131902248,0.163125432,0.044814073,country
400,reggae,0.434210527,0.468539342,0.475807248,0.314719687,0.77578353,0.737855102,0.257217444,0.722242491,0.675236477,0.363303409,0.799444101,0.692095537,0.023826928,0.028136913,0.000813797,0.533750862,0.528565134,0.333885541,0.478678,0.355282041,0.171931814,0.13187371,0.179354948,0.035771996,0.206008712,0.359915231,0.151913808,0.321100875,0.447609763,0.255144985,0.526437344,0.277998765,0.165348434,0.228740577,0.5283811,0.298897884,0.109738312,0.141210501,0.023092555,0.361448871,0.759973516,0.645514733,0.195641886,0.281105523,0.094258574,0.579933843,0.17216342,0.036328917,0.463301551,0.085690782,0.007995528,0.213813782,0.281611358,0.10628225,reggae
401,metal,0.131578947,0.171861416,0.467353351,0.421498887,0.677109725,0.629436905,0.371417027,0.583892752,0.526962522,0.516465896,0.687251022,0.543343328,0.16702468,0.182311271,0.033357939,0.787529786,0.216384746,0.083911022,0.466895537,0.120387432,0.035623517,0.381681131,0.330315023,0.114524165,0.395311132,0.296001099,0.107855574,0.445406478,0.364576407,0.184250712,0.549864064,0.646067999,0.517731637,0.46650479,0.34092133,0.134000657,0.373591297,0.395128476,0.162338843,0.771274206,0.447783314,0.292627219,0.263063521,0.206381357,0.054943618,0.633603584,0.490272532,0.25209572,0.533897162,0.16699751,0.029046913,0.219067583,0.247926314,0.086331501,metal
402,reggae,0.245614035,0.306468853,0.472309687,0.534238434,0.805874406,0.771762424,0.52088042,0.750534389,0.706662553,0.712459421,0.503977038,0.336604108,0.060993479,0.115237986,0.013362236,0.674823725,0.408014437,0.219307934,0.547349957,0.521151989,0.321395674,0.182563312,0.339679234,0.120873782,0.321047098,0.43541078,0.213458124,0.485611909,0.442833096,0.250775672,0.601860171,0.577862241,0.440953813,0.424932207,0.557593775,0.330423452,0.130634537,0.191286874,0.040611656,0.377837679,0.469652913,0.313363872,0.148292363,0.235351505,0.068960279,0.633917064,0.19193049,0.044115946,0.551588018,0.261710555,0.070101862,0.099264999,0.097313564,0.021183763,reggae
403,pop,0.339912281,0.416791369,0.49409045,0.660677025,0.518889267,0.464454482,0.919361043,0.171845925,0.138499063,0.950318689,0.143078095,0.060988684,0.307702416,0.25812491,0.066783311,0.900944444,0.085584096,0.02444246,0.477321432,0.360440458,0.175916422,0.528864868,0.450810311,0.209291832,0.454621452,0.291755807,0.1051904,0.619776733,0.24138225,0.098843138,0.147460401,0.0482228,0.022463184,0.527265204,0.346825055,0.13820674,0.599570098,0.674992718,0.461317407,0.594017006,0.104270745,0.045666335,0.291571177,0.275707227,0.091072341,0.633304453,0.466657962,0.229450439,0.569569903,0.544223688,0.298245563,0.041632393,0.045065321,0.007769469,pop
404,country,0.534055728,0.603374806,0.499424044,0.421983894,0.603270425,0.551083291,0.592214875,0.379790073,0.324596693,0.815634618,0.377758301,0.220379641,0.070031958,0.038033788,0.001476153,0.620362503,0.214877603,0.083073559,0.437176959,0.24893605,0.099276946,0.255110745,0.142901446,0.023419704,0.359266162,0.307258686,0.115080608,0.478005799,0.298496272,0.135501148,0.363144107,0.180701489,0.097610187,0.436220155,0.399115618,0.178263235,0.289811964,0.301177198,0.096178397,0.646704064,0.331313564,0.192301319,0.28679203,0.246924194,0.074993311,0.633914389,0.265846563,0.07983407,0.552442164,0.181137043,0.034046139,0.072359169,0.075023378,0.014882222,country
405,pop,0.360411899,0.393005259,0.453261785,0.559461306,0.686585164,0.639663789,0.46194323,0.736649637,0.691192775,0.602943407,0.613197126,0.454392738,0.235650971,0.171408071,0.029495568,0.879783396,0.038882621,0.009686028,0.564191272,0.384867838,0.195363793,0.527333355,0.413736239,0.177116614,0.928247399,0.571606779,0.35051706,0.977716056,0.355422762,0.177092141,0.26074148,0.090544443,0.044328167,1,0.462471613,0.233543601,0.488862225,0.553781829,0.313097331,0.746800746,0.520935531,0.364343625,0.823925586,0.644239748,0.432327529,0.6341678,0.43120387,0.197447605,0.552938418,0.602495299,0.364995533,0.134927163,0.167732847,0.04674959,pop
406,metal,0.534055728,0.606923483,0.539803667,0.832728154,0.315777947,0.268665504,0.832795241,0.298679136,0.24959669,0.941077289,0.163997834,0.072202996,0.026342728,0.020756726,0.000447277,0.690645973,0.149816479,0.050305158,0.502077923,0.15177414,0.048724206,0.162745759,0.084552416,0.009044296,0.613014587,0.244814128,0.077890075,0.622088407,0.268286761,0.115478838,0.433668898,0.739134051,0.630917854,0.637870918,0.317714427,0.11808913,0.213693094,0.211488294,0.049061884,0.596454253,0.168257967,0.08044562,0.579653173,0.225388789,0.063964935,0.634101164,0.135391679,0.023824547,0.582907865,0.149389394,0.023375669,0.033672089,0.035390044,0.005804658,metal
407,classical,0.534055728,0.616244103,0.49277891,0.165408694,0.671677211,0.623591229,0.354826206,0.607905166,0.552054097,0.557251127,0.653455069,0.501838033,0.030709135,0.02308413,0.000551112,0.488706734,0.422777404,0.232119282,0.526606266,0.256193248,0.103659401,0.156206998,0.133823769,0.020746925,0.176720749,0.09177555,0.016518226,0.181264452,0.15416591,0.052662822,0.682965543,0.312328739,0.191785048,0.194689791,0.143664311,0.030370708,0.148638834,0.158088748,0.028451608,0.477554998,0.500805251,0.343938727,0.197411108,0.068818252,0.009567765,0.633792548,0.197388528,0.0463973,0.551441152,0.063088277,0.004472491,0.179823281,0.177032506,0.050768345,classical
408,reggae,0.497076023,0.548534211,0.475500026,0.503078301,0.621988382,0.570720631,0.509614461,0.570381452,0.512962789,0.74307984,0.469399582,0.302642999,0.220175175,0.157356486,0.024868279,0.845005496,0.179662746,0.06451626,0.493391002,0.418077367,0.223335049,0.459190345,0.306123084,0.098912139,0.400684666,0.23300549,0.071648792,0.538135284,0.250125876,0.104125925,0.571565051,0.732380991,0.622377698,0.517646083,0.326534487,0.12401964,0.472395841,0.540547632,0.298647208,0.575588907,0.361591268,0.216744714,0.227532716,0.179569191,0.043353938,0.544156415,0.478280832,0.240463379,0.177050484,0.398226199,0.160580266,0.106508876,0.094305985,0.020283246,reggae
409,reggae,0.534055728,0.618225092,0.495181824,0.55521415,0.858156388,0.831614432,0.309479866,0.917289917,0.899512455,0.408965798,0.768160789,0.6489236,0.026231872,0.042974411,0.001880055,0.653169097,0.454822215,0.261099727,0.713755553,0.663028316,0.484188623,0.130213988,0.179564428,0.035850469,0.399042983,0.590408736,0.372069369,0.649773538,0.762069564,0.620929492,0.295234383,0.113672571,0.057126617,0.508804137,0.827222221,0.695602026,0.085171123,0.104592429,0.013373876,0.301911704,0.621735553,0.474167437,0.154772053,0.291480221,0.100533356,0.55288074,0.159275027,0.031652798,0.404896486,0.118664414,0.014952383,0.054368881,0.057594234,0.010554881,reggae
410,hiphop,0.272556391,0.365371186,0.50042167,0.515424752,0.777121599,0.739354499,0.655144233,0.519610458,0.461121209,0.813704076,0.380409024,0.222601167,0.281466607,0.437186744,0.191331206,0.760153082,0.13911807,0.045550068,0.936996816,0.501854156,0.301742463,0.450968383,0.661549491,0.443129853,0.551738374,0.453020645,0.2292941,0.677191917,0.394324917,0.208416246,0.299626742,0.177443434,0.095525805,0.606181838,0.513894304,0.283847097,0.432556919,0.533967212,0.291589194,0.504806996,0.223026054,0.114295066,0.386145587,0.371687842,0.155761758,0.633613312,0.508249198,0.270047034,0.553358921,0.49504302,0.24714984,0.143922307,0.150609466,0.03974201,hiphop
411,blues,0.40726817,0.452449157,0.478533701,0.422149724,0.662635948,0.613890903,0.579184678,0.535037034,0.476745327,0.8101957,0.385192298,0.22663377,0.092649199,0.052265469,0.002771732,0.754874045,0.213346562,0.08222645,0.439252057,0.306714424,0.136504533,0.302751606,0.185182029,0.037986847,0.408298573,0.192915526,0.052338367,0.500182087,0.245342783,0.101221296,0.561800315,0.709774633,0.594161409,0.494802377,0.278545606,0.093483438,0.337563606,0.365745882,0.139799752,0.580313361,0.320680637,0.183990213,0.304703749,0.181486812,0.044138717,0.56525155,0.279419117,0.087524403,0.25359427,0.283627683,0.082137129,0.066150131,0.057968988,0.010642387,blues
412,reggae,0.303643725,0.383470862,0.49992062,0.613019358,0.795912405,0.760493203,0.500775033,0.687627609,0.637297194,0.666400852,0.552387836,0.386841836,0.257702387,0.436583622,0.190804154,0.840970457,0.200162823,0.075083586,0.440504502,0.709663553,0.544736276,0.428691316,0.634190075,0.407877263,0.516571033,0.545156912,0.321278762,0.66298897,0.496692815,0.302100034,0.294662937,0.182954583,0.099058602,0.575692684,0.584981873,0.361407549,0.344534109,0.44122647,0.201089211,0.517237693,0.2954202,0.164814636,0.307134377,0.42033415,0.195053662,0.630674577,0.512696168,0.274582805,0.457066676,0.398839153,0.161069863,0.090190251,0.08301135,0.017041449,reggae
413,country,0.534055728,0.555132755,0.461119561,0.412692719,0.640924097,0.5907419,0.391619574,0.58861255,0.531873089,0.605317905,0.611029597,0.451899789,0.064455428,0.04970725,0.002509006,0.618046613,0.321547641,0.151110239,0.583586183,0.321879609,0.147161187,0.22930752,0.225849592,0.055288954,0.253276314,0.253728038,0.08276817,0.354477195,0.41577621,0.226696646,0.710903229,0.562117138,0.423971734,0.32042627,0.405299659,0.183333443,0.23305666,0.272198552,0.079241395,0.692734521,0.611018459,0.461885132,0.189928112,0.139968955,0.028668211,0.633947707,0.24770163,0.070101519,0.55151072,0.199427018,0.041101023,0.098150556,0.076411088,0.015249396,country
414,classical,0.303643725,0.348069605,0.466932411,0.182076389,0.685216685,0.638184358,0.36624037,0.591458069,0.534838688,0.489753819,0.708400383,0.570095198,0.008546681,0.00867466,8.22E-05,0.466816801,0.523227883,0.328332322,0.436898003,0.099736045,0.027863929,0.071509564,0.096174982,0.011377956,0.207646833,0.10666236,0.020631273,0.260817978,0.095543951,0.02827783,0.754991679,0.318738679,0.196867738,0.250812358,0.156176294,0.034815255,0.063615039,0.079581921,0.00823722,0.761852003,0.451882195,0.296468062,0.202441083,0.125378443,0.023988376,0.63296641,0.102711804,0.014874769,0.545960708,0.016059962,0.000389292,0.112319898,0.123642713,0.029736543,classical
415,pop,0.434210527,0.513303975,0.501831615,0.5961457,0.673677603,0.62574227,0.698886053,0.513903515,0.455369463,0.808549505,0.387421876,0.228523901,0.150818509,0.149346153,0.022406998,0.846797601,0.06403402,0.017209746,0.469367233,0.409060089,0.215565484,0.38055446,0.406261781,0.17095461,0.901012467,0.580805637,0.360981769,0.968127408,0.394131679,0.208254828,0.22744331,0.119880118,0.060663901,0.96282476,0.503818386,0.273606824,0.352885739,0.446999457,0.2062337,0.713280216,0.242600969,0.12730647,0.746887433,0.526437329,0.295935029,0.552470589,0.301047253,0.100504674,0.236014878,0.518332105,0.270747829,0.211982912,0.181599368,0.052796751,pop
416,classical,0.245614035,0.323699175,0.489985226,0.113379347,0.730524241,0.687599165,0.652378933,0.412496912,0.355711675,0.74354923,0.468852884,0.302118901,0.002103894,0.004272233,2.17E-05,0.31832278,0.734448903,0.582075241,0.524704551,0.178555538,0.061149628,0.021275553,0.074840161,0.007296338,0.318443314,0.269112735,0.091524892,0.338110352,0.201443075,0.076225889,0.734786573,0.391105579,0.257449822,0.337780387,0.286573744,0.098296454,0.018500106,0.048053474,0.00349816,0.509480712,0.283050744,0.155716824,0.40586606,0.340491006,0.132866939,0.608684042,0.040316038,0.003440854,0.533942459,0.013062778,0.000277584,0.130628599,0.138755129,0.03518844,classical
417,hiphop,0.272556391,0.343979364,0.494311704,0.52024794,0.843501507,0.81471739,0.399600329,0.875216953,0.84962662,0.562230732,0.649196011,0.496715931,0.122152819,0.103490216,0.010785246,0.678837981,0.183533537,0.066461276,0.510809107,0.613800071,0.42405192,0.328190397,0.267554928,0.076383858,0.535426493,0.576153017,0.355669806,0.66410567,0.494645412,0.300066435,0.277370675,0.171150211,0.091533371,0.615964147,0.597763519,0.376340222,0.306581221,0.362301707,0.137267883,0.484764576,0.500925505,0.344059115,0.319635338,0.487620539,0.256613691,0.648824265,0.328087166,0.117987061,0.645002759,0.363482814,0.134046929,0.034070104,0.043611035,0.007463778,hiphop
